v1,v2
ham,Lol no. Just trying to make your day a little more interesting
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
ham,I thank you so much for all you do with selflessness. I love you plenty.
ham,Oooh I got plenty of those!
ham,I'll probably be around mu a lot
ham,I'm done oredi...
ham,You call times job today ok umma and ask them to speed up
ham,"Sorry, I'll call later"
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"""
ham,Not a drop in the tank
ham,That seems unnecessarily affectionate
ham,Shant disturb u anymore... Jia you...
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; "
ham,Yes.i'm in office da:)
ham,No no. I will check all rooms befor activities
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...
ham,Or just do that 6times
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
ham,"Sorry, I'll call later"
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
ham,I am great! How are you?
ham,Wake me up at  &lt;#&gt;  am morning:)
ham,Yar else i'll thk of all sorts of funny things.
ham,I'm in a movie... Collect car oredi...
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
ham,Y bishan lei... I tot Ì_ say lavender? 
ham,"Thanks, I'll keep that in mind"
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
ham,Lol alright i was thinkin that too haha
spam,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
ham,What should i eat fo lunch senor
ham,Then wat r u doing now? Busy wif work?
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
ham,K go and sleep well. Take rest:-).
ham,Good evening! How are you?
ham,"Yes obviously, but you are the eggs-pert and the potato headÛ_ Speak soon! "
ham,Yeah I can still give you a ride
ham,I will be gentle princess! We will make sweet gentle love...
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
ham,K.k:)when are you going?
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;
ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!ö´Ó_??Û¬ud evening...
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
ham,I have to take exam with in march 3
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
ham,Should I have picked up a receipt or something earlier
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
ham,If he started searching he will get job in few days.he have great potential and talent.
spam,network operator. The service is free. For T & C's visit 80488.biz
ham,U having lunch alone? I now so bored...
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
ham,"Y cant u try new invention to fly..i'm not joking.,"
ham,Ugh. Gotta drive back to sd from la. My butt is sore.
ham,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
ham,Depends on where u going lor.
spam,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16"
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
ham,"Well, I was about to give up cos they all said no they didnÛ÷t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
ham,Hey whats up? U sleeping all morning?
ham,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm
ham,"Miss ya, need ya, want ya, love ya."
ham,Its too late:)but its k.wish you the same.
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.
ham,Haf u eaten? Wat time u wan me 2 come?
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
ham,Ard 6 like dat lor.
ham,Ok... But bag again..
ham,K:)all the best:)congrats...
ham,"We're all getting worried over here, derek and taylor have already assumed the worst"
ham,So no messages. Had food?
ham,"Sorry, got a late start, we're on the way"
ham,Sorry da. I gone mad so many pending works what to do.
ham,You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! 
ham,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
ham,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)"""
ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
ham,"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham"""
ham,Have a good evening! Ttyl
ham,Wat r u doing?
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
ham,Good evening! this is roger. How are you?
ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! 
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
ham,I am in your office na.
ham,Nope i waiting in sch 4 daddy... 
ham,Is it your yahoo boys that bring in the perf? Or legal.
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak
ham,U know we watchin at lido?
spam,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out"
ham,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
ham,Where you. What happen
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p "
ham,Convey my regards to him
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...
ham,Nothing. Can...
ham,K..k.:)congratulation ..
ham,Yes I know the cheesy songs from frosty the snowman :)
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,Dear how you. Are you ok?
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
ham,Tension ah?what machi?any problem?
ham,I will come tomorrow di
ham,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
ham,How is it possible to teach you. And where.
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please "
ham,Glad to see your reply.
ham,No way I'm going back there!
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone
ham,Where r e meeting tmr?
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
ham,Just curious because my cuz asked what I was up to
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
spam,"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\"""""
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
ham,Come to medical college at 7pm ......forward it da
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details."
